Variant,Label,Skip Pattern,Upsample,Training imgsz,Pixels Read (%),Energy Saved (%),mAP@0.5,mAP@0.5:0.95,Precision,Recall,Best Epoch
hr_640,HR Baseline (100% pixels),None (HR),Yes,640,100.0,0.0,0.7744,0.5115,0.8584,0.6585,86
