epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,116.806,0.63051,0.52349,0.98541,0.97878,0.94231,0.9645,0.74651,0.71025,0.5603,1.08598,0.000713,0.000713,0.000713
67,118.519,0.59737,0.4982,0.97443,0.97811,0.94231,0.96268,0.75909,0.69094,0.52888,1.07432,0.0006932,0.0006932,0.0006932
68,120.259,0.64489,0.55244,0.98058,0.97996,0.94032,0.98336,0.78707,0.65909,0.50964,1.0236,0.0006734,0.0006734,0.0006734
69,122.01,0.62404,0.53624,0.96965,0.92701,0.97705,0.98343,0.81203,0.66422,0.49246,1.00575,0.0006536,0.0006536,0.0006536
70,123.766,0.6257,0.51273,0.96877,0.96068,0.93965,0.98318,0.80874,0.66199,0.47549,1.00804,0.0006338,0.0006338,0.0006338
71,125.507,0.57053,0.50078,0.94824,0.96039,0.93254,0.97534,0.78303,0.74227,0.51368,1.04959,0.000614,0.000614,0.000614
72,127.258,0.61246,0.51476,0.95657,0.91032,0.97612,0.97963,0.77532,0.71817,0.51009,1.03666,0.0005942,0.0005942,0.0005942
73,128.988,0.63537,0.52503,0.97283,0.90663,0.98077,0.97897,0.82252,0.61521,0.46442,1.0069,0.0005744,0.0005744,0.0005744
74,130.717,0.61349,0.51406,0.98562,0.95675,0.94231,0.97853,0.83088,0.60857,0.44598,1.00641,0.0005546,0.0005546,0.0005546
75,132.466,0.58715,0.51423,0.98315,0.96143,0.95867,0.97939,0.78883,0.70781,0.50574,1.04222,0.0005348,0.0005348,0.0005348
76,134.23,0.56915,0.49633,0.96038,0.95809,0.94231,0.98228,0.79818,0.68891,0.48753,1.0216,0.000515,0.000515,0.000515
77,135.965,0.58236,0.50187,0.96281,0.93947,0.96154,0.9821,0.8273,0.61611,0.45758,0.99508,0.0004952,0.0004952,0.0004952
