epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.904,1.62168,2.38151,1.45781,0.45943,0.16746,0.1907,0.08943,1.87173,2.50351,1.67331,0.000550522,0.000550522,0.000550522
2,45.8281,1.77872,2.03754,1.58078,0.35446,0.20073,0.18186,0.08171,2.05083,2.38693,1.85058,0.0010925,0.0010925,0.0010925
3,67.4441,1.86092,2.06983,1.67663,0.29015,0.19333,0.14657,0.06303,2.13401,2.77962,1.95717,0.00162072,0.00162072,0.00162072
4,88.7105,1.8407,2.0411,1.65882,0.29215,0.22855,0.18536,0.08116,2.1338,2.21138,1.89041,0.00160511,0.00160511,0.00160511
5,109.992,1.81124,1.97049,1.65691,0.33066,0.25612,0.22239,0.10163,1.95503,2.17184,1.7614,0.00158448,0.00158448,0.00158448
6,131.602,1.79004,1.92165,1.6456,0.30241,0.23971,0.19324,0.08807,2.05421,2.44746,1.82866,0.00156385,0.00156385,0.00156385
7,152.805,1.76002,1.89271,1.61264,0.42701,0.25053,0.24724,0.1154,1.96626,1.96521,1.73875,0.00154323,0.00154323,0.00154323
8,174.066,1.73775,1.85564,1.59697,0.3348,0.27647,0.23319,0.11112,1.92337,1.99252,1.72142,0.0015226,0.0015226,0.0015226
9,195.361,1.71662,1.80846,1.58119,0.36467,0.25535,0.23191,0.11538,1.8971,2.17373,1.75003,0.00150197,0.00150197,0.00150197
10,216.639,1.67823,1.79546,1.57422,0.36964,0.25732,0.22784,0.10309,1.97329,2.09682,1.74751,0.00148134,0.00148134,0.00148134
11,237.856,1.67364,1.76264,1.56756,0.41574,0.29228,0.27987,0.1336,1.86283,1.83112,1.68449,0.00146071,0.00146071,0.00146071
12,259.103,1.66553,1.71949,1.54983,0.44733,0.29942,0.28705,0.13841,1.87571,1.94572,1.66768,0.00144008,0.00144008,0.00144008
13,280.372,1.653,1.70149,1.54522,0.43523,0.28174,0.28243,0.13885,1.81688,1.93886,1.67436,0.00141945,0.00141945,0.00141945
